Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Total_Children,Total_Spending
Graduation,In_Relationship,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,35,545,0,67
Graduation,Single,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,73,402,1,708
Postgraduate,In_Relationship,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,54,648,2,25
PhD,In_Relationship,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,42,487,0,746
PhD,Single,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,68,645,2,32
Postgraduate,Single,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,74,116,2,1695
Graduation,In_Relationship,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,49,667,1,1080
Postgraduate,In_Relationship,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,70,91,2,72
Graduation,Single,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,36,221,1,57
PhD,In_Relationship,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,52,100,1,660
Basic,In_Relationship,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,52,635,1,103
PhD,In_Relationship,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,41,279,1,153
Postgraduate,In_Relationship,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,69,647,1,1220
Graduation,In_Relationship,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,60,682,1,279
Graduation,In_Relationship,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,47,178,1,745
PhD,In_Relationship,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,52,120,1,264
Graduation,In_Relationship,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,39,12,0,2157
Postgraduate,In_Relationship,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,66,305,1,1526
Graduation,In_Relationship,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,47,446,1,69
Graduation,In_Relationship,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,59,596,0,1597
Basic,Single,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,33,31,1,64
Graduation,In_Relationship,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,41,593,1,497
Graduation,Single,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,69,405,1,1067
Graduation,In_Relationship,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,48,52,2,31
Graduation,In_Relationship,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,51,297,2,211
PhD,In_Relationship,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,49,581,1,877
Graduation,In_Relationship,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,46,532,1,11
PhD,In_Relationship,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,42,424,0,2034
Graduation,Single,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,34,197,0,1991
PhD,Single,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,63,88,0,1686
PhD,Single,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,43,152,1,324
Postgraduate,Single,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,46,72,1,69
Graduation,In_Relationship,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,70,608,2,252
Basic,Single,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,60,538,1,54
Postgraduate,In_Relationship,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,64,478,2,964
Graduation,In_Relationship,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,74,497,1,1327
PhD,In_Relationship,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,61,98,2,68
Graduation,In_Relationship,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,66,548,0,60
Graduation,Single,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,70,428,2,55
Graduation,In_Relationship,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,59,109,0,1456
Postgraduate,Single,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,67,419,1,563
Graduation,Single,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,71,496,1,1504
Graduation,Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,58,66,2,564
Graduation,In_Relationship,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,62,215,0,1125
Graduation,In_Relationship,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,66,36,1,358
PhD,In_Relationship,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,54,200,1,42
Graduation,In_Relationship,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,61,66,1,184
Graduation,In_Relationship,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,42,437,1,460
PhD,Single,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,80,32,0,145
Graduation,In_Relationship,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,78,529,0,1376
PhD,Single,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,56,525,1,792
Graduation,In_Relationship,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,73,611,0,1382
Basic,In_Relationship,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,78,586,0,28
Postgraduate,In_Relationship,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,79,274,0,1033
Graduation,Single,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,56,396,1,882
PhD,In_Relationship,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,76,483,0,2231
PhD,In_Relationship,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,64,621,1,1101
Graduation,In_Relationship,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,51,655,1,369
Postgraduate,Single,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,45,122,1,48
PhD,Single,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,76,502,1,467
Graduation,Single,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,54,551,2,44
Basic,Single,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,46,469,2,38
Graduation,In_Relationship,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,57,235,2,81
Postgraduate,Single,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,54,329,1,167
PhD,In_Relationship,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,70,50,2,45
Graduation,In_Relationship,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,53,399,1,664
Postgraduate,In_Relationship,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,61,292,1,622
Postgraduate,Single,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,46,476,1,48
Graduation,In_Relationship,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,50,249,1,461
Graduation,In_Relationship,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,48,313,1,1073
Postgraduate,In_Relationship,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,39,295,1,55
Graduation,In_Relationship,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,69,460,1,976
PhD,Single,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,45,13,1,20
Graduation,In_Relationship,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,43,417,0,1149
Basic,In_Relationship,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,64,14,0,43
Postgraduate,In_Relationship,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,50,252,1,224
PhD,Single,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,51,649,1,101
PhD,In_Relationship,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,79,437,0,209
Graduation,Single,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,40,632,0,968
PhD,In_Relationship,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,73,386,0,1165
Graduation,In_Relationship,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,58,103,1,24
Graduation,In_Relationship,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,70,608,2,252
Graduation,Single,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,40,669,1,165
PhD,In_Relationship,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,48,624,0,269
PhD,In_Relationship,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,52,327,1,102
Postgraduate,In_Relationship,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,41,332,0,461
Basic,Single,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,46,559,1,47
PhD,Single,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,49,132,2,144
Graduation,In_Relationship,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,57,623,0,1338
Graduation,In_Relationship,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,66,213,1,917
Graduation,In_Relationship,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,54,544,2,318
Graduation,Single,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,58,603,2,253
Graduation,In_Relationship,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,52,646,1,502
Graduation,In_Relationship,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,42,202,1,119
Postgraduate,In_Relationship,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,46,670,2,1250
Graduation,In_Relationship,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,46,239,1,969
Graduation,In_Relationship,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,75,328,2,76
PhD,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,78,2,62
Postgraduate,In_Relationship,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,63,318,0,1382
Graduation,Single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,49,142,1,84
Graduation,In_Relationship,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,73,351,2,255
Postgraduate,In_Relationship,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,65,380,2,43
Graduation,Single,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,70,269,1,398
Postgraduate,Single,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,48,74,1,76
Graduation,In_Relationship,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,61,23,2,902
Postgraduate,In_Relationship,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,44,58,1,823
Graduation,In_Relationship,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,49,2,1,1179
Graduation,In_Relationship,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,51,623,1,1921
Postgraduate,In_Relationship,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,74,427,2,185
Graduation,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,59,466,2,433
Graduation,In_Relationship,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,74,170,2,34
Graduation,In_Relationship,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,67,386,1,907
PhD,Single,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,59,204,2,416
Graduation,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,61,390,2,44
Graduation,In_Relationship,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,69,62,0,1588
PhD,Single,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,51,601,0,1797
Graduation,In_Relationship,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,59,633,2,40
PhD,Single,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,62,590,1,1143
Postgraduate,In_Relationship,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,56,1,0,914
Graduation,In_Relationship,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,33,525,0,1502
Graduation,Single,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,71,500,1,1338
PhD,In_Relationship,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,42,343,1,27
Postgraduate,In_Relationship,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,43,274,1,763
Graduation,Single,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,74,345,0,1331
Graduation,In_Relationship,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,69,302,2,525
PhD,In_Relationship,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,64,14,2,9
Graduation,In_Relationship,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,63,83,1,953
Postgraduate,Single,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,54,261,2,68
Postgraduate,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,54,268,2,131
Graduation,In_Relationship,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,57,324,1,882
Postgraduate,In_Relationship,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,47,663,0,1149
Graduation,In_Relationship,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,56,287,1,37
PhD,Single,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,60,308,1,388
Graduation,In_Relationship,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,39,499,0,1428
Postgraduate,In_Relationship,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,67,402,0,1633
Postgraduate,In_Relationship,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,50,403,1,173
Graduation,Single,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,38,264,1,99
Graduation,In_Relationship,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,66,471,1,215
PhD,In_Relationship,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,63,497,1,929
Graduation,In_Relationship,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,51,101,1,219
Graduation,In_Relationship,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,48,291,2,174
Graduation,In_Relationship,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,47,566,2,92
PhD,In_Relationship,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,55,293,0,1052
Graduation,In_Relationship,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,68,464,1,275
Postgraduate,In_Relationship,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,70,695,1,587
PhD,Single,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,71,645,1,1662
PhD,In_Relationship,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,43,503,1,159
Postgraduate,Single,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,72,391,0,1024
Postgraduate,Single,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,57,67,1,35
Postgraduate,In_Relationship,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,68,302,0,1042
Postgraduate,In_Relationship,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,60,204,2,395
PhD,In_Relationship,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,50,655,0,557
PhD,In_Relationship,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,62,6,2,9
Graduation,In_Relationship,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,35,356,0,69
PhD,In_Relationship,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,59,169,1,486
Graduation,Single,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,37,147,1,34
Postgraduate,Single,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,30,649,0,1365
Graduation,In_Relationship,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,50,406,1,13
PhD,In_Relationship,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,47,608,0,1401
Graduation,In_Relationship,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,64,534,0,1574
PhD,Single,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,41,292,0,1323
Postgraduate,Single,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,54,321,1,1217
Postgraduate,Single,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,74,589,3,103
Postgraduate,In_Relationship,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,49,360,0,84
PhD,In_Relationship,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,53,519,0,1536
Graduation,In_Relationship,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,40,649,1,581
PhD,In_Relationship,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,59,599,1,928
Postgraduate,Single,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,50,196,0,14
Graduation,Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,46,326,1,424
Graduation,In_Relationship,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,54,258,1,960
Graduation,In_Relationship,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,43,597,0,1555
Graduation,Single,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,52,630,2,656
Postgraduate,In_Relationship,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,57,296,2,55
Graduation,Single,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,41,49,1,20
Postgraduate,In_Relationship,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,54,636,1,367
Postgraduate,In_Relationship,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,48,111,0,2257
PhD,Single,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,58,120,1,42
Graduation,Single,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,61,382,1,1049
Graduation,Single,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,53,74,2,48
PhD,Single,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,77,543,1,685
Graduation,Single,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,73,71,1,39
Postgraduate,Single,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,38,142,0,43
Postgraduate,Single,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,66,682,0,835
Graduation,In_Relationship,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,67,159,0,1515
PhD,In_Relationship,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,74,495,1,1039
Graduation,Single,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,50,349,1,1596
PhD,In_Relationship,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,41,622,0,1828
PhD,In_Relationship,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,56,60,1,34
PhD,Single,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,57,72,1,149
Postgraduate,Single,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,56,406,1,946
PhD,Single,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,40,41,0,28
Graduation,Single,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,41,603,1,450
PhD,In_Relationship,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,68,161,2,46
PhD,Single,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,54,234,0,1702
Graduation,In_Relationship,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,50,293,2,820
Graduation,In_Relationship,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,43,488,1,382
PhD,In_Relationship,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,667,0,2126
Postgraduate,In_Relationship,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,36,58,0,2069
Graduation,In_Relationship,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,40,518,1,72
Graduation,Single,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,57,26,1,732
Graduation,Single,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,51,34,0,801
Graduation,Single,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,76,252,1,236
Basic,In_Relationship,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,47,658,1,80
PhD,Single,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,71,90,0,1685
PhD,Single,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,80,32,0,277
PhD,In_Relationship,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,75,381,1,507
PhD,In_Relationship,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,61,491,2,68
Graduation,Single,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,42,77,0,49
Postgraduate,In_Relationship,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,38,103,0,397
Graduation,Single,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,54,248,1,39
Graduation,In_Relationship,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,57,155,1,306
Graduation,In_Relationship,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,71,414,0,976
PhD,In_Relationship,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,54,296,1,1028
Graduation,In_Relationship,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,39,144,1,70
Graduation,In_Relationship,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,66,467,0,46
Postgraduate,In_Relationship,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,45,276,1,51
Postgraduate,In_Relationship,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,65,70,0,1263
Graduation,Single,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,55,596,1,1490
Postgraduate,In_Relationship,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,54,623,0,1564
Graduation,In_Relationship,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,58,676,1,1815
PhD,Single,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,62,520,1,1198
Graduation,Single,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,57,674,1,416
